"","nodes","id","username","name","description","created_at","verified","follower_count","indegree","outdegree","degree"
"124",124,"830173092358057985","mancillabrando","Brandon Mancilla","Director @uawregion9a | Former Organizer @alaa2325 | Former President @hgsuuaw | Queens | 🇬🇹 🇳🇮","2017-02-10T21:54:23.000Z",FALSE,3168,1,0,1
"125",125,"186480906","DiscoveryBldg","Discovery Building","The Discovery Building is a public-private facility at UW–Madison that is home to @Morgridge_Inst, @WIDiscovery & the Town Center, managed by @WARF_News.","2010-09-03T15:41:32.000Z",FALSE,3564,0,2,2
"126",126,"72931773","WARF_News","WARF (Wisconsin Alumni Research Foundation)","Supporting @UWMadison innovators. Moving #CoolScience from campus to the world. Advancing technologies to benefit humankind. Making a difference for 95+ years.","2009-09-09T19:40:38.000Z",FALSE,6314,1,1,2
"127",127,"15763818","UWMadison","UW–Madison","The official Twitter account for the University of Wisconsin–Madison. #OnWisconsin 👐","2008-08-07T14:30:21.000Z",FALSE,194660,2,0,2
"128",128,"17399106","drdwells","d wells","Educator","2008-11-15T00:24:15.000Z",FALSE,148,0,1,1
"129",129,"1246534459","Bschackner","Bill Schackner","Higher ed writer in Pittsburgh. News/weather nerd. Part of 2019 Pulitzer Prize-winning team. Weak speller. Chief annoyer of wife, daughter. My account, my views","2013-03-06T16:55:36.000Z",FALSE,1876,2,2,4
"130",130,"50473168","barberza","Zachary Barber","Clean Air Advocate, writer, accordionist, player of video games
@PennEnvironment @TPINnetwork @TPINunion","2009-06-24T23:07:23.000Z",FALSE,948,0,1,1
"131",131,"3245450328","jacktroywrites","jack troy","Reporter for @triblive. Recently retired from @thepittnews. Other bylines: @pghcitypaper @publicsourcepa @pittsburghpg","2015-06-14T23:20:27.000Z",FALSE,325,1,0,1
"132",132,"20269833","TribLIVE","TribLIVE.com","https://t.co/7gE5lRhfQu covers Pittsburgh and Western Pennsylvania news, sports, politics, entertainment and more. Facebook: https://t.co/wO2npoepHe","2009-02-06T20:41:40.000Z",FALSE,98820,1,0,1
"133",133,"1377405014","PrestonMui","Preston Mui","Economist @employamerica / @KNiewiadoma stan","2013-04-24T16:11:47.000Z",FALSE,2321,0,1,1
"134",134,"809024131","CSERColumbia","CSER","The Center for the Study of Ethnicity and Race (CSER) at Columbia University advances research, public discussion, and teaching about race and ethnicity.","2012-09-07T14:54:54.000Z",FALSE,533,1,1,2
"135",135,"784093476711432192","iserp_columbia","ISERP","The Institute for Social and Economic Policy and Research (ISERP) pioneers research and integrates knowledge and methods across the social sciences at Columbia.","2016-10-06T18:10:27.000Z",FALSE,759,1,3,4
"136",136,"2890315623","timewrinkles","☔️","exhausted graduate student. midwesterner. fall out boy enjoyer. bookstore canvas tote bag user. archivist, almost. 🇵🇸","2014-11-24T06:38:12.000Z",FALSE,182,0,1,1
"137",137,"1325164933416275969","coffeesfor27","emily!!🎱🫧🦇","☆.｡.:* a starry-eyed kid • 2ourdust 3/20 + 3/22!! • pinkish in color ☆.｡.:*","2020-11-07T19:55:23.000Z",FALSE,247,1,0,1
"138",138,"2707743156","MaxMaaxMaaax","Max 🥰","IN 🛬 DC / IU '21, AU '25 / ''Bitter, shrill and unattractive little twink'' / progressive / bf = @kolincomposer / EEAAO enjoyer / tweets = me, not employer","2014-08-05T00:04:15.000Z",FALSE,15594,0,1,1
"139",139,"950398910778003456","philioapathy","apatheticstanning 🏳️‍🌈","Autistic,🏳️‍🌈","2018-01-08T16:08:52.000Z",FALSE,266,1,0,1
"140",140,"1532568386072285184","BosLaborAction","BostonLaborAction","This account aims to be a compendium of strikes, walkouts, pickets, and other labor actions in the Boston area. DM if you want me to announce your action.","2022-06-03T03:42:48.000Z",FALSE,272,0,4,4
"141",141,"1280343927502131202","BostonDSALabor","Boston DSA Labor Working Group","The @Boston_DSA labor branch. Email labor@bostondsa.org or get involved at https://t.co/4HfXzOgdkP! We blog about local labor struggles with @WorkingMass","2020-07-07T03:34:02.000Z",FALSE,1219,1,0,1
"142",142,"867770867991928833","BUgradunion","BUGWU-UAW","Boston University Graduate Workers Union - @uaw Fighting for better working conditions at BU. 🐞🎉 #1u","2017-05-25T15:54:32.000Z",FALSE,1002,1,0,1
"143",143,"4835263335","hgsuuaw","Harvard Grad Students Union-UAW Local 5118","We are a union of student workers @Harvard organizing for a safer and more equitable workplace. Sign our petition demanding a fair raise: https://t.co/BTApnU8Aug","2016-01-22T14:37:06.000Z",FALSE,11236,1,0,1
"144",144,"826512369161469952","nugradunion","GENU-UAW","A union for research and teaching assistants at Northeastern University!","2017-01-31T19:27:59.000Z",FALSE,2431,1,0,1
"145",145,"1555213415018381318","ColumbiaSocSci","ColumbiaSocialSci","The official account of the Social Science Division at Columbia University, dedicated to featuring faculty news.","2022-08-04T15:25:57.000Z",FALSE,164,1,0,1
"146",146,"895679740106821632","CUHistoryDept","CU History Department","Official feed for @Columbia University's History Department, highlighting news from faculty and students.

#ColumbiaUniversity","2017-08-10T16:14:25.000Z",FALSE,2282,1,0,1
"147",147,"1356433140919767040","umn_ssw","UMN School of Social Work","The official account of the @UMNews, Twin Cities, School of Social Work.

Prepare to Build a Better World.","2021-02-02T02:47:28.000Z",FALSE,572,0,1,1
"148",148,"824055392","umnlib","UMN Libraries","We are University of Minnesota Libraries, one of the University’s and the state of Minnesota's greatest intellectual assets.","2012-09-14T21:49:42.000Z",FALSE,3720,1,0,1
"149",149,"1483806881676238852","Babbling_Beaver","BabblingBeaver","Fake News you can trust from transgressive nerds at MIT.","2022-01-19T14:21:53.000Z",FALSE,1523,0,2,2
"150",150,"1179004729034231809","MITGradUnion","MIT Graduate Student Union","Working to make MIT a better place for all grad workers. Fellows - sign our Vote Yes petition at https://t.co/3XJKWmG5vh to show MIT admin we need a union for all of us!","2019-10-01T12:07:04.000Z",FALSE,5317,1,0,1
"151",151,"15460048","MIT","Massachusetts Institute of Technology (MIT)","The Massachusetts Institute of Technology is a world leader in research and education. Related accounts: @MITevents @MITstudents @MIT_alumni","2008-07-16T21:33:32.000Z",FALSE,1334137,1,0,1
"152",152,"3608853612","soojitoast","PanipuriPop","currently in 3h hell|rt heavy|personal acct|occasional nsfw|english and español 🇲🇽","2015-09-18T21:10:21.000Z",FALSE,110,0,1,1
"153",153,"1675037733155135488","Bad_bureaucrat","Jane Austen Marxist","To tweet is to commit tautologies. End the occupation. A diasporist of sorts. he/him. priv @evilrobertmoses","2023-07-01T07:06:06.000Z",FALSE,1813,21,0,21
"154",154,"1265508282694799366","cassdothann","Cassondra Hanna","historian / phd student @harvardaaas working on race, space & education | @uva_history / @fisk1866 alumna | she/her","2020-05-27T05:01:10.000Z",FALSE,553,0,1,1
"155",155,"1082009207552069632","DearZaria","Zaria El-Fil","History PhD Student. ZΦB. Instagram: @BlackademicReads","2019-01-06T20:21:12.000Z",FALSE,1163,1,0,1
"156",156,"1294803005976584193","fash_busters","Fash Busters","Busting fascism, fostering internationalism, transcending capitalism","2020-08-16T01:08:18.000Z",FALSE,2145,0,1,1
"157",157,"739725441150246912","teamfibro","Support Fibromyalgia Network","We educate, advocate, research & empower. No one fights fibromyalgia alone! Taking action!💜 501(c)(3) for impact organization #Fibromyalgia #SupportFibro","2016-06-06T07:47:43.000Z",FALSE,3459,0,1,1
"158",158,"2623775272","DrAmyBurton","Dr Amy Burton","Health Psychologist
Senior Lecturer in Qualitative Research Methods at Staffordshire University","2014-06-19T19:47:35.000Z",FALSE,991,1,0,1
"159",159,"2578044636","ISUGPSS","ISU GPSS","Official twitter page of ISU Graduate and Professional Student Senate (GPSS)","2014-06-20T05:04:29.000Z",FALSE,263,0,1,1
"160",160,"15832179","iowastatedaily","Iowa State Daily","The Iowa State Daily is an independent student news organization established in 1890. It is written, edited, sold and managed entirely by students.","2008-08-13T03:10:10.000Z",FALSE,20080,1,0,1
"161",161,"1531837428604055553","RobinFambrough","Robin Fambrough","I am a sportswriter","2022-06-01T03:19:14.000Z",FALSE,1653,0,1,1
"162",162,"704966810","LSULabSchool","UniversityLabSchool","Email : universitylab@lsu.edu","2012-07-19T12:23:18.000Z",FALSE,1398,1,0,1
"163",163,"54720367","louiqaraschid","Louiqa Raschid","Multi-disciplinary research in biological, biomedical,  financial, disaster and social information management. Data scientist.","2009-07-07T23:30:55.000Z",FALSE,310,0,2,2
"164",164,"15854702","UAW","UAW","The International Union, United Automobile, Aerospace and Agricultural Implement Workers of America (UAW) | Email: feedback@uaw.org","2008-08-14T19:35:31.000Z",FALSE,112796,1,2,3
"165",165,"810893998705541120","GreaterPraize","Blessings Follow Me","Compos mentis. Chelsea Fc. #CreditAnalyst. #ProofOfFund #AssetFinance. If Grace is an Ocean, we are all sinking!","2016-12-19T17:06:09.000Z",FALSE,3268,0,2,2
"166",166,"1649031618957389826","AzubuikeCh51830","AZee","Obidient, medicals, BioTech Guru. Easy going , Believe in the creator of Universe. Father of two.","2023-04-20T12:46:48.000Z",FALSE,43,1,0,1
"167",167,"2317053331","StatiSense","StatiSense","Everything changes, Statisense changes. From Data company to AI platform | IG: @StatiSense | FB: /Statisense | Email: info@statisense.com.ng","2014-01-29T12:16:48.000Z",FALSE,128327,2,0,2
"168",168,"1546701890","dozzyalili","dozzyalili","Believer|Counselor|Mentor|Husband|Citizen. #Finance #Safekeeping","2013-06-25T21:26:43.000Z",FALSE,63,0,1,1
"169",169,"913062226595999744","KingTherapy","🇵🇸Chapter🇵🇸38🇵🇸","Xenophile Bodhisattva or Eurotrash Wannabe?

He coughed and shook his crumpled wings
Closed his eyes and moved his lips
""It's time we should be going"".","2017-09-27T15:26:13.000Z",FALSE,3508,0,1,1
"170",170,"1939284115","frolix8friends","purchasingpowerparody👈","The older I get the less I believe in the English...they're just kidding, right?","2013-10-06T00:26:28.000Z",FALSE,60,0,1,1
"171",171,"1193787479037530112","Solidarity_Star","Cosmonaut Star💫🏴🔻","Anti-Capitalist, Anti-Fascist, Anti-TERF, Nonsectarian Leftist. Global #Solidarity with all comrades.🌹☭🚩φ🏴Ⓐ🥭 President: @RedLitClub","2019-11-11T07:08:16.000Z",FALSE,18302,0,1,1
"172",172,"4061734469","SensitivaDiva","krispyKHole","bk’s finest | PA-C | 🇩🇴🇵🇷 | I’m unpolished, not a professional acct | she/ella","2015-10-28T16:20:32.000Z",FALSE,485,0,1,1
"173",173,"1143052759786278912","Mishtakes21","🌚","No justice, no peace 🤷🏽‍♂️ She/her FAM","2019-06-24T07:06:29.000Z",FALSE,585,1,0,1
"174",174,"3138674019","AllisonHutchiso","Allison Hutchison, PhD","Senior Lecturer in Engineering Communications Program @cornelleng. Researches communication in engineering curricula & training engineering TAs in communication","2015-04-05T23:07:15.000Z",FALSE,1790,0,1,1
"175",175,"21812439","DailyNeb","The Daily Nebraskan","The University of Nebraska-Lincoln's only independent student news organization since 1901. Follow @dnsports, @dnculture and @dnopinion for more content.","2009-02-24T23:34:01.000Z",FALSE,14402,5,0,5
"176",176,"277880167","EoinHiggins_","Eoin Higgins","eoinhiggins@gmail.com","2011-04-06T06:09:53.000Z",FALSE,77315,0,1,1
"177",177,"1329645944","UNLMicro","UNLMicro","Welcome to the Undergraduate Microbiology program at the University of Nebraska-Lincoln. Follow UNLMicro for the latest microbiology info, news, and events.","2013-04-05T16:59:31.000Z",FALSE,508,0,1,1
"178",178,"176409735","NUtechVentures","NUtech Ventures","As Nebraska's commercialization affiliate, we protect and license university intellectual property to improve quality of life and promote economic development.","2010-08-09T13:20:49.000Z",FALSE,1999,6,1,7
"179",179,"396748448","PhreePhood","Phree Phood","Follow us to phree sustenance @ UNC!  Also available in FaceBook funsize!","2011-10-23T18:25:59.000Z",FALSE,2798,0,1,1
"180",180,"1241841751","UNCECL","UNC English & Comparative Literature","Official Twitter of English & Comparative Literature at UNC. • Moving Words • Powerful Ideas • Run by the Digital Literacy & Communications Lab.","2013-03-04T17:37:46.000Z",FALSE,1946,1,0,1
"181",181,"941014175320608768","KarinRosemblatt","Karin Rosemblatt","Historian of Latin America. Immigrant. Daughter, granddaughter, great granddaughter of immigrants. Tweets in English, Spanish, and Spanglish. Views my own.","2017-12-13T18:37:17.000Z",FALSE,1593,0,1,1
"182",182,"1531365083728822272","ShooklynNY","Shooklyn","Architect, Lawyer & City Planner.  Observations, ideas and opinions my own, but you may adopt them without attribution.  Please improve them if you can.","2022-05-30T20:02:38.000Z",FALSE,16,0,3,3
"183",183,"1143151020","WinterSportsLaw","Mit Winter","Attorney at Kennyhertz Perry LLC ⚖️ | NIL Attorney | Sports Law | Business Litigation | Former Division I 🏀 player for @WMTribeMBB.","2013-02-02T18:59:11.000Z",FALSE,8289,2,0,2
"184",184,"171691486","michaelwhudson","Michael W. Hudson","Pulitzer-sharing journo + author | current: head of investigations @GuardianUS | prior: @ICIJorg (Panama Papers, etc.), AP, WSJ | bio: https://t.co/4767zkz3Ga","2010-07-27T23:15:48.000Z",FALSE,33144,0,1,1
"185",185,"268476335","greenhousenyt","Steven Greenhouse","Former NYT Labor Reporter—Century Foundation Sr. Fellow—Author of ""BEATEN DOWN, WORKED UP: The Past, Present & Future of American Labor: ""Engrossing..Panoramic""","2011-03-18T21:19:23.000Z",FALSE,68058,4,0,4
"186",186,"1453270633","HillBeverlyhill","Bev","Graduate TCU","2013-05-24T04:58:26.000Z",FALSE,36994,0,1,1
"187",187,"2254413501","RoseKpr4715","Ken","Family, NY, Birdies, DMB, September, Jack, Dogs, Sun, Yankees, Green, Coffee, Read, Think, Learn, Teach, Forever Resistance HQ 💙💙💙","2013-12-31T15:11:24.000Z",FALSE,14297,3,0,3
"188",188,"1552134277684502531","joscos1912","George Wilson","I am a 81 year old widower. I restore vintage costume jewelry. Democrat forever. 💯 WOKE stop global warming🟧 🏳️‍🌈🇺🇦🟦 Pro choice & woman's rights  🚫 DM","2022-07-27T03:31:34.000Z",FALSE,7039,0,1,1
"189",189,"12978042","jupitergirl","jupitergirl🇺🇦","💙💙💙💙💙💙💙💙Lover of books, movies and music. Lucky to be a very young teenager in the 60s. Woodstock and The Electric Factory is in my blood","2008-02-02T12:28:36.000Z",FALSE,5751,0,1,1
"190",190,"16528978","ClayBuell","Clay Buell","Being treated so much better than I deserve!","2008-09-30T15:22:55.000Z",FALSE,953,0,1,1
"191",191,"694652896202240000","HealingToolbox2","Bruce Dickson","https://t.co/mKN9PtRGKZ
https://t.co/zsaqgalwYd
https://t.co/CjkMAxbdUV…","2016-02-02T22:45:31.000Z",FALSE,245,0,1,1
"192",192,"2344887875","AcousticsMan","Andrew Mitchell","Urban sound and smart city science | Senior Research Fellow @UCL_IEDE | Host of @JustNoisePod | #soundscape and #MachineLearning","2014-02-15T12:52:23.000Z",FALSE,535,0,1,1
"193",193,"123933889","thomasforth","Tom Forth","CTO and co-Founder @TheDataCity. Head of Data @OpenInnovates || Runs @imactivate. No profile pic, location, name, and bio? I probably won't see your tweet.","2010-03-17T17:50:50.000Z",FALSE,29596,1,0,1
"194",194,"26650974","jonathansmucker","Jonathan Smucker","Director @popularcomms
cofounder @mennoniteaction @lancstandsup @PAstandsup
member @UAW2865 @DemSocialists
author @hegemonyhowto
soc PhD candidate @Cal","2009-03-26T01:14:49.000Z",FALSE,11077,0,1,1
"195",195,"47141797","gkealey","Greg Kealey","Emeritus Professor of History, University of New Brunswick and Senior Fellow New Brunswick Social Policy Research Network","2009-06-14T18:17:54.000Z",FALSE,612,0,1,1
"196",196,"1397726148239503360","sealborea","🦭 + the Hyperboreans","Harpseal and the Hyperboreans (noun): An incelcore/e-punk music group dedicated to being bad at making said music. Real Incelcore","2021-05-27T01:27:47.000Z",FALSE,226,0,1,1
"197",197,"1586930012883664896","its_real_Zhiril","Siegfried Saga 🐉🐝","I could sleep for a thousand years","2022-10-31T03:56:21.000Z",FALSE,287,1,0,1
"198",198,"3282566394","GeitnerSimmons","Geitner Simmons","Staff member, @UNL_IANR; Alum, @OWHOpinion; Plainsman, Southerner, regionalist, film fan; @UNC, @Georgetown, @msfsinfo; author of sci-fi thriller ANDROID RUN","2015-07-17T17:09:38.000Z",FALSE,3559,0,1,1
"199",199,"445642417","Hamatsa50","Allan Konopka 💉💉💉","Recovering microbiologist, Senior Gadfly™️, aspiring photographer “I’m just basing my Tweets off the facts and statistics in my personal experience”","2011-12-24T17:23:08.000Z",FALSE,374,0,2,2
"200",200,"42917505","MattBrownEP","Matt Brown","Publisher of Extra Points, a newsletter covering off-the-field stories in college sports, with 19K+ subs. Amateur game developer. FOIA fan. Chicago. Brazil.","2009-05-27T16:27:52.000Z",FALSE,38012,1,0,1
"201",201,"538999832","EAfat","Ebru Afat","News Producer @TRTWorld. Worked for Al Jazeera Turk @AJTurk. Dostoyevsky, Tolstoy, Kurosawa & @Fenerbahce. Retweets are not endorsment, only sign of interest.","2012-03-28T12:32:02.000Z",FALSE,1098,0,1,1
"202",202,"3091150576","trtworld","TRT World","Where news inspires change.
Follow @TRTWorldNow for breaking news and live updates.","2015-03-13T11:23:42.000Z",TRUE,587422,16,0,16
"203",203,"4875773805","s_j_gilmore","Sarah Gilmore","Learning Sciences Ph.D student at UConn, teacher, author, podcast producer, and IMBES Trainee Board Policy & Practice Chair","2016-02-04T07:52:15.000Z",FALSE,1044,0,1,1
"204",204,"971880841939996672","DrTeyaR","Dr. Teomara (Teya) Rutherford","Academic (Assoc Prof Learning Sciences), former pro photog, lover of things geeky. Trying to make a difference researching #EdTech #Motivation #STEMEd she/her","2018-03-08T22:50:24.000Z",FALSE,2518,1,0,1
"205",205,"2494867380","natashaverity","Natasha K-S 🇬🇧","Politics with a pornstar martini. 🍸 ✨ Life is a game & I'm playing to win. Proud member of the @Conservatives party - Stanning for Suella! Chelsea FC 💙","2014-05-14T20:30:48.000Z",FALSE,3948,0,1,1
"206",206,"1599102951737401346","Goosey30111568","Goosey","interested in politics and UK trade.
I love my Sauces.
I was born in the wagon of a travelling show.","2022-12-03T18:07:46.000Z",FALSE,3373,1,0,1
"207",207,"1723048283923521538","rms_enterprises","RMS Enterprises security","","2023-11-10T18:42:35.000Z",FALSE,25,0,1,1
"208",208,"374714661","MargyMayell","Margaret #FBPE 🇪🇺 💙","Wife, mother, book reader, part time guide and full time moaner","2011-09-16T20:12:48.000Z",FALSE,7122,0,1,1
"209",209,"35010417","ChrisFarrelly","Christopher Farrelly","My photos look the same in black and white as they do in colour. Art History and History.","2009-04-24T19:16:23.000Z",FALSE,2276,1,1,2
"210",210,"185306056","MichaelLCrick","Michael Crick","Journalist/Writer; RTS Spec Jrnst of Year 2014+18. C Wheeler/BJR award 2018; Farage biography, 2022. Council, Univ of Kent. Also @tomorrowsMPs","2010-08-31T17:41:24.000Z",FALSE,196344,1,0,1
"211",211,"1545013995400269824","Faruksarioglu34","Faruk","Cumhur ittifakı 
(yerli ve milli olmayan) 
beni takip etmesin
DERYADA bir zere olmak nasip işi 
yedek hesap @burasianadolu34","2022-07-07T11:57:13.000Z",FALSE,4344,0,1,1
"212",212,"191571537","GEOUAW","GEO-UAW 2322","GEO-UAW is a unit of United Auto Workers Local 2322, the union which represents graduate employees at UMass Amherst.

https://t.co/kuxRgSgtzD","2010-09-16T19:50:35.000Z",FALSE,1792,0,1,1
"213",213,"1159533252866166785","IndianaGrads","Indiana Grad Workers Coalition - UE⚡️","IGWC-UE: Indiana Graduate Workers Coalition + @ueunion ⚡️ at IU Bloomington. #UnionYES #HigherEdWorksBecauseWeDo","2019-08-08T18:34:05.000Z",FALSE,3698,11,0,11
"214",214,"963976329426284544","DoktorYakub","Jakob","I am a member of your group. //they/them 🇵🇸❇","2018-02-15T03:20:41.000Z",FALSE,663,0,1,1
"215",215,"1448471894588628995","reelCheburashka","Punished Cheburashka","Creature unknown to science discovered in a crate of oranges • History, Politics, Shitposts, Scheming • Co-Host of @GladioFreeEuro","2021-10-14T02:14:06.000Z",FALSE,950,1,0,1
"216",216,"1474342573506543616","pragmatistsftw","Top Rankin Sarah","Atheist 🇺🇸🏳️‍🌈☯️","2021-12-24T11:34:19.000Z",FALSE,207,0,1,1
"217",217,"4624243156","belle_joyeux","assezmalicieuse #🟦","Everything we hear is an opinion, not a fact. Everything we see is a perspective, not the truth. -Marcus Aurelius","2015-12-27T18:33:54.000Z",FALSE,1221,1,0,1
"218",218,"4333720642","famiamioh","Faculty Alliance of Miami","Supporting Miami U's core educational mission by promoting shared governance, academic freedom, & economic security for all Miami faculty. Views are our own.","2015-11-30T23:07:54.000Z",FALSE,1050,0,1,1
"219",219,"1620165448561041410","tugbankyl","🇹🇷 tuğba","","2023-01-30T21:02:13.000Z",FALSE,18,0,1,1
"220",220,"1185273969055862784","Adnan89924512","Adnan","Rätt visa","2019-10-18T19:18:51.000Z",FALSE,70,0,1,1
"221",221,"2724490871","DowneeyJR","DowneyJR","Güven, elimizde kanıtı olmayan bir şeye duyulan inançtır.","2014-07-25T20:44:34.000Z",FALSE,825,0,1,1
"222",222,"179269906","banu_ozbek","Banu Özbek Acar","Koç University & London School of Economics Alumni, @OneYoungWorld Turkey Ambassador, @T3Vakfi Üyesi","2010-08-16T22:46:37.000Z",FALSE,1056,0,1,1
"223",223,"3872370688","SumerkanHalil","Halil Sumerkan","Digital Video Producer/Editor","2015-10-05T15:44:58.000Z",FALSE,239,0,1,1
"224",224,"1740440528708120577","gorsel_t98730","görsel kayıt","","2023-12-28T18:33:15.000Z",FALSE,3356,0,1,1
"225",225,"1483377435903209475","Aarikan46","Arıkan46 🇹🇷♥️🇦🇿","Kahramanmaraş'tan","2022-01-18T09:55:35.000Z",FALSE,322,0,1,1
"226",226,"1490593736010649601","AgzKonusuyor","Ağzı. Olan. Konuşuyor","Yeni güne bismillah, yeni yüzyıla bismillah 🇹🇷 Elhamdülillah... Allah belanı versin İsrail.. Allah belanı versin.","2022-02-07T07:51:18.000Z",FALSE,5149,0,1,1
"227",227,"1589200275071434754","fae_see","Fae See 🏴󠁧󠁢󠁳󠁣󠁴󠁿 💙","https://t.co/59m85PsBg4 https://t.co/D1PHcKuOZ9","2022-11-06T10:18:09.000Z",FALSE,279,0,1,1
"228",228,"972698223969267712","DrJermaineFord","Jermaine Ford","President, Florence-Darlington Technical College","2018-03-11T04:58:23.000Z",FALSE,351,0,2,2
"229",229,"1220088313585000449","FDTCDual","FDTC Dual Enrollment","FDTC Dual Enrollment 
Opening a world of possibilities!","2020-01-22T20:58:27.000Z",FALSE,13,1,0,1
"230",230,"2828688194","FloDar_Tech","Florence-Darlington Technical College","The official account for Florence-Darlington Technical College located in Florence, SC. #FloDarTech has six sites in Florence, Darlington and Marion Counties.","2014-09-23T20:31:37.000Z",FALSE,1689,1,0,1
"231",231,"1412708663370960896","MajidTurk15","Majid Turk","Neet aspirant","2021-07-07T09:43:59.000Z",FALSE,69,0,1,1
"232",232,"1460599124722659332","_K_Stiles","Katherine Stiles","Educator, life-long learner, curious scientist, progressive thinker, visionary.
🇺🇸🇪🇺🇬🇧                 ▫️🏛️🎓🔬🧪🧫🧬🧠▫                  🔁≠endorsement","2021-11-16T13:24:37.000Z",FALSE,1301,1,2,3
"233",233,"2733320850","ConversationUS","The Conversation U.S.","A nonprofit news website dedicated to unlocking knowledge from experts for the public. No paywall or ads. Also now at: https://t.co/RMejHS7k1E","2014-08-15T01:59:25.000Z",FALSE,69527,1,0,1
"234",234,"316414368","SeckinAhmet","Ahmet Seckin","TRT WORLD PhD in Political Science","2011-06-13T12:20:20.000Z",FALSE,250,0,1,1
"235",235,"2883843686","SMCADMAN","Sara","📝 Penning prose, coding to the rhythm, and designing visual wonders 🎨 Exciting things happen when a writer, web developer, and graphics creator collide 😉","2014-10-30T21:04:59.000Z",FALSE,6440,0,1,1
"236",236,"98479059","biyomemo","MEHMET YANMAZ","BİYOLOJİ","2009-12-21T21:52:48.000Z",FALSE,580,0,1,1
"237",237,"155190873","CopyOfOne","Shayetet 13 Fanboy 🇳🇬🇮🇱🎗🎮🎸","Chemical Engineer. Historian. Military Analyst. Content Creator. Alternative Rock Enjoyer. Business: echotl@yahoo.com","2010-06-13T12:08:03.000Z",FALSE,3687,0,1,1
"238",238,"87180920","kcjohnson9","KC Johnson","Brooklyn College/@GC_CUNY history professor.
Former Fulbright professor at @telavivuni
Former track announcer at Scarborough Downs & the VT State Fair.","2009-11-03T12:41:57.000Z",FALSE,9836,3,0,3
"239",239,"3309808829","MiriamElman","Miriam F. Elman","Executive Director @TheAENetwork Former tenured prof 👩‍🏫: Syracuse U, Arizona State. Tweets on *Israel 🇮🇱 *Campus *Antisemitism *Academic Freedom #academia","2015-06-05T21:17:49.000Z",FALSE,3946,0,1,1
"240",240,"3013191149","SChenHayes","#MaskUp #ProtectQueerNTransLives #StopGenocide","@LehmanCollege Prof. @AbortionFunds #CancelDebt #ClimateJustice #CounselorsNotCops #FightFascism #FreeCollege #LandBack #Reparations #SinglePayer 🍉🏳️‍🌈🏳️‍⚧️","2015-02-02T22:15:28.000Z",FALSE,3163,0,1,1
"241",241,"108943700","AAUP","American Association of University Professors","We champion #academicfreedom, advance shared governance, and organize all faculty to promote economic security and quality education.","2010-01-27T13:54:29.000Z",FALSE,16772,0,1,1
"242",242,"1313205168930983942","mel_luhg","mel","LUHG","2020-10-05T19:52:07.000Z",FALSE,30,0,1,1
"243",243,"41626393","CEWatUM","CEW+ at U-M","We empower women+ & underserved individuals by serving as an advocate & providing resources to help you reach your academic, financial & professional potential","2009-05-21T17:02:15.000Z",FALSE,2025,0,1,1
"244",244,"58823749","MichiganRoss","Ross School of Business","At the University of Michigan Ross School of Business, our mission is to build a better world through business.","2009-07-21T15:23:41.000Z",FALSE,22578,1,0,1
"245",245,"260544554","CyrilMorong","Cyril Morong","Retired econ prof & sabermetrician. Blogs are The Dangerous Economist (https://t.co/n9RrXAyJ1S), Dollars & Dragons  (https://t.co/HBSjqCBtmb)","2011-03-04T02:39:47.000Z",FALSE,610,0,1,1
"246",246,"1368303120002998278","TeamsterChicago","Chicago Teamster","John Zuraw","2021-03-06T20:51:29.000Z",FALSE,115,0,1,1
"247",247,"56862024","AndrewPessin","Pariah","Pariah, but, you know, the truth ain't a democracy.","2009-07-15T00:02:06.000Z",FALSE,2660,0,1,1
"248",248,"987159378288668672","kaitlyn_schaaf","Kaitlyn Schaaf","Scientist examining influenza pathogenesis in epithelial barriers | Grad student in @LSTCI_lab at @VanderbiltU | STEM organizer and outreach enthusiast","2018-04-20T02:41:51.000Z",FALSE,251,0,1,1
"249",249,"975868875794415616","VandyGradUnion","Vanderbilt Graduate Workers United (VGWU)","Vandy grad + professionals organizing for better working conditions at VU. Ready to organize your dept? Send us a DM!

Linktree: https://t.co/WdRUFcJZes","2018-03-19T22:57:25.000Z",FALSE,2003,8,0,8
"250",250,"4128560555","RS_Glide08","Roi Semo רועי סמו روعي سمو ⬱ 🇮🇱🇪🇺🇺🇦🇦🇲🇲🇲","Part of the Tel Avivi illuminati, secretly a magic horse lady with a pro-democracy banner holder on the head • pfp: @dozakeet • suit: @ScarletWingsFS • 🟣🎗️","2015-11-06T18:08:33.000Z",FALSE,1063,0,1,1
"251",251,"576275730","MtlSeb","sebastien","Iter / histoire 🏳️‍🌈♿️","2012-05-10T12:32:39.000Z",FALSE,1331,0,1,1
"252",252,"1440033352929595396","HigherEdLabor","Higher Education Labor United (HELU)","A national coalition from all ranks of higher education workers across the country organizing to guarantee higher education for all. @HigherEdLabor@union.place","2021-09-20T19:21:37.000Z",FALSE,2360,0,3,3
"253",253,"240492373","SchoolBondLib","SCHOOL BOND LIBRARY","Once called ""a deranged, hysterical woman... who probably is not really Jewish""","2011-01-20T01:54:30.000Z",FALSE,2066,0,1,1
